,Agric,Food ,Soda ,Beer ,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Gold ,Mines,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  
201411,3.71,4.9,7.63,4.35,2.58,-0.94,1.28,3.23,8.89,-1.31,4.97,2.55,2.21,3.44,7.53,1.78,0.85,-2.26,-9.16,-1.13,-0.08,5.26,5.21,-0.48,-0.94,-10.03,0.29,3.03,4.77,2.66,7.73,1.89,6.92,3.92,4.89,4.22,5.88,1.83,8.91,5.57,1.67,2.01,4.83,2.49
201412,-0.06,-1.29,-5.17,-4.3,-2.65,-4.96,1.88,0.02,-0.82,3.52,0.26,-1.36,0.83,4.51,-0.31,1.53,-1.56,-6.01,-5.8,-1.09,-0.9,0.56,-0.4,3.53,-7.87,0.58,1.84,-1.73,2.67,-0.11,0.52,-0.8,-2.95,-0.24,1.69,4.52,1.09,0.26,2.25,-0.43,1.96,1.82,0.02,3
201501,-0.9,-2.08,-1.11,0.9,-0.06,0.31,-2.03,-4.92,-3.75,-2.53,-0.06,2.12,-2.01,-0.66,2.02,-3.77,-6.53,-8.96,-14.07,-7.54,-5.38,-6.25,1.23,30.1,-10.08,-4.3,1.18,-4.89,-6.9,-1.57,-8,-4.91,-0.41,-1.85,-2.06,-4.66,-4.53,-2.37,-0.29,0.66,-9.3,-4.29,-1.06,-7.29
201502,2.08,3.67,6.48,4.4,5.46,5.95,7.97,3.83,5.43,4.29,5.76,4.06,8.1,7.55,13.34,5.92,10.41,3.94,14.59,6.54,5.59,8.91,5.5,2.44,17.7,4.75,-4.37,9.12,5.46,7.67,7.8,8.21,9.1,5.03,5.94,11.19,3.1,5.37,5.58,6.82,7.95,7.72,5.85,8.38
201503,-5.28,2.47,-4.64,-2.07,-4.11,-2.31,0.44,-1.98,1.23,4.97,1.3,0.51,-3.55,1.04,3.33,0.91,1.45,-2.27,2.57,-3.67,-0.49,-0.43,-1.41,-16.42,-4.97,-2.52,-0.28,-2.2,-2.69,0.33,-7.48,-1.86,-2.83,0.74,-1.47,-3.25,-3.62,0.57,1,-0.29,-0.83,2.28,3.92,-0.38
201504,1.07,-0.23,-0.43,-0.52,9.25,2.69,-4.06,-2.41,-1.53,-1.74,-2.73,-1.12,1.11,-4.47,-5.95,-0.89,-5.29,3.19,-2.17,2.48,1.37,0.21,-2.52,19.16,11.43,6.92,0.3,3.4,-3.23,-1.3,4.08,3.2,-0.53,-2.78,-2.81,-1.72,-1.14,-1.23,-2.88,0.51,2.09,-1.78,-2.74,0.57
201505,3.43,2.82,0.2,2,-3.63,1.6,1.99,0.39,0.04,5,2.27,5.34,1.24,1.18,4.37,2.27,1.27,-3.59,-6.19,0.37,2.91,1.09,1.66,2.63,-6.85,-5.02,-0.5,0.81,0.11,1.24,1.87,-0.42,4.96,3.85,1.49,0.33,-3.06,1.44,0.54,1.56,2.66,4.64,0.72,2.4
201506,-7.59,-0.79,-2.34,-1.71,0.46,1.47,0.12,-0.11,4.17,5.14,-0.16,-0.24,-2.72,-0.5,4.09,-1.8,2.95,-5.17,6.8,-1.4,-3.45,-2.36,-2.37,-13.31,-4.85,-3.74,-5.37,-0.48,-3.65,-1.04,-5.92,-1.93,-5.82,-0.61,-2.75,-3.34,-3.25,-2.82,-0.49,0.29,1.67,2.17,-2.99,-0.64
201507,-2.72,3.55,6.67,3.51,-3.77,8.03,-2.97,0.71,5.96,1.65,4.9,3.58,-4.9,1.3,-0.72,1.62,0.68,-9.19,-19.29,-5.95,-4.29,-3.11,-1.93,-26.27,-10.67,-8.93,2.61,1.41,2.28,1.16,2.72,6.03,-2.6,0.95,-0.49,-0.9,3.27,-1.32,5.79,4.17,2.72,1.65,1.52,-0.21
201508,-4.59,-4.22,-4.57,-3.12,-4.83,-7.79,-8.76,-6.94,-3.86,-6.41,-5.4,-9.05,-7.15,-5.84,-3.11,-1.91,-2.56,-4.85,-4.55,-3.78,-8.97,-6.1,-5.08,-0.22,-1.67,-3.7,-4.01,-8.42,-1.33,-5.28,-7.86,-5.63,-5.65,-7.6,-5.98,-3.58,-6.37,-4.13,-5.44,-6.48,-6.35,-5.58,-11.08,-8.48
201509,-11.16,-1.73,2.15,2.58,-5.42,-10.75,-5.65,-0.53,1.18,-9.8,-5.85,-7.37,-8.38,-4.27,-5.92,-7.89,-5.02,-10.47,-21.15,-9.05,-8.8,-2.53,-2.04,-5.7,-6.13,-5.63,-0.56,-2.63,-1.52,-2.63,-2.2,-1.31,-0.82,-4.79,-2.33,-4.97,-0.71,-6.04,-1.75,0.44,-3.24,-1.99,-3.06,-4.78
201510,8.63,5.44,5.77,8.06,11.86,15.14,12.44,5.81,0.98,-4.3,6.55,8.83,16.62,5.75,7.96,8.09,2.66,7.14,-6.4,8.73,7.98,6.04,9.42,18.08,7.38,12.52,2.07,8.84,4.39,7.48,8.23,11.56,9.08,7.56,10.25,9.78,6.48,5.07,4.56,5.05,5.6,5.23,10.61,7.84
201511,1.87,-1.59,2.36,-0.71,-2.23,-0.08,-0.06,-1.1,-1.08,0.84,2.44,0.38,1.68,2.14,-2.59,3.12,6.33,-0.94,12.87,2.19,1.52,1.94,-0.52,-5.53,-6.15,1.07,-3.45,-1.92,-3.96,1.54,-3.42,2.04,0.11,5.24,0.02,-0.32,-1.1,2.67,0.61,-1.01,3.04,-0.25,-1.16,3.27
201512,2.07,2.98,0.42,0.31,-2.41,-1.55,-5.94,1.87,-4.37,-2.43,0.36,0.59,-4.81,2.76,-2.64,-4.23,-6.31,-3.74,-14.67,-6.07,-0.36,-4.13,-1.34,-1.96,-7.24,-9.73,-2.36,-3.02,-6.6,-3.32,-2.33,-0.78,-6.26,0.03,-3.9,-2.51,-5.01,-1.87,0.83,-0.94,-3.14,-0.8,-6.17,-5.28
201601,-6.73,-1.13,-1.33,-0.22,-1.78,-9.28,-5.66,0.17,1.53,-5.06,-4.04,-10.73,-11.09,-7.71,-5.32,-7.17,-10.2,-9.68,-7.37,-4.78,-8.2,-13.23,-9.89,9.42,-8.04,-4.63,4.62,-0.35,-9.08,-8.64,-11.85,-4.54,-7,-6.79,-4.45,-11.1,-8.52,-8.67,-4.44,-0.93,-10.74,-5.99,-13.86,-11.04
201602,-0.47,2.02,-0.33,-2.32,8.15,3.51,-1.57,0.36,0.83,-2.86,1.36,-1.46,6.81,2.18,0.65,3.79,0.22,8.21,18.46,5.34,3.66,4.07,3.83,31.7,8.01,-2.98,1.72,1.17,-2.91,1.86,7.13,-3.12,0.59,0.16,3.2,1.57,6.91,3.87,-0.34,1.05,-4.45,0.29,-4.85,-1.92
201603,-0.98,3.85,7.21,5.63,6.97,8.97,6.74,4.67,2.32,8.93,3.78,2.35,8.35,12.34,3.6,10.85,12.09,17.48,9.62,9.7,9.05,10.59,3.73,4.46,15.67,10.85,7.92,6.02,3.06,7.74,8.69,7.81,9.15,9.05,7.83,11.13,6.88,6.2,6.01,5.38,6.28,7.09,11.71,6.96
201604,7.17,1.24,-1.53,0.32,-3.53,-6.84,1.25,-0.41,-2.26,5.95,6.31,2.8,3.78,0.16,1.56,1.8,-0.99,9.54,16.95,3.46,2.34,1.6,5.09,33.91,11.43,9.08,-0.78,0.6,-4.01,0.83,-3.07,-2.83,-7.98,-0.75,0.53,2.92,-1.07,0.5,-0.37,-2.37,5.86,1.14,-1.35,2.43
201605,16.6,1.29,0.04,-0.9,3.34,5.86,-1.21,-0.08,-4.95,-0.92,1.96,2.82,-1.41,2.38,-1.69,3.72,3.13,-8.03,-4.78,0.16,-0.99,-2.49,-1.77,-7.56,-4.41,-0.93,2.24,0.31,3.56,4.53,5.05,4.66,6.51,3.8,1.82,1.62,-2.17,1.79,1.2,-1.47,1.93,2.05,-0.69,3.49
201606,-6.59,7.47,3.46,5.33,-3.09,-4.67,-1.36,3.18,1.65,-0.42,5.11,-0.93,-1.12,0.72,-4.65,-2.32,0.01,2.12,-4.46,-0.81,-0.19,-6.98,0.82,23.78,3.58,2.66,7.37,3.12,1.04,-1.2,-3.04,-2.22,-1.49,-1.17,2.36,0.02,-2.51,1.83,0.73,1.18,-7.18,-0.26,-5.6,-6.83
201607,3.62,0.22,-2.89,1.84,4.73,6.45,7.78,2.6,1.64,2.39,4.13,6.75,4.31,4.96,8.41,6.29,4.93,13.92,5.96,6.54,5.37,8.85,4.06,16.04,4.47,-2.88,-0.22,2.29,5.07,5.34,7,8.04,8.97,5.23,2.07,4.92,5.41,3.67,3.8,2.21,4.84,0.59,5.64,7.22
201608,-0.09,-0.13,-1.4,-0.88,1.58,0.84,0.29,1.26,1.39,-6.88,-0.09,-3.7,2.5,3.9,1.05,1.21,0.35,-7.08,4.21,3.85,1.36,-0.3,0.11,-13.82,-8.17,1.41,-3.92,-3.54,-4.14,0.36,3.51,1.54,2.79,-0.21,1.68,6.43,1.11,-1.01,-1.67,-0.22,6.21,1.97,1.15,5.35
201609,-4.08,-3.08,-2.22,1.65,-3.99,6.37,-3.64,0.02,-6.9,2.19,1.06,0.07,-1.74,-2.86,-4.85,-2.6,-2.17,1.93,-0.31,2.6,1,-0.23,-0.61,2.64,1.98,2.94,1.75,0.54,-0.41,0.65,4.84,0.86,4.96,2.97,-1.52,3.14,2.88,-2.54,-0.16,-2.23,-2.19,0.27,-3.15,-1.29
201610,-2.01,-0.12,-0.3,-1.63,0.81,6.47,-8.22,-2.94,-5.74,-6.62,-7.38,-7.5,-1.93,-4.58,-4.15,-3.78,-4.06,-3.12,-1.77,-4.12,-4.97,-3.27,2.63,-5.44,3.13,-2.9,-0.61,-2.83,-0.95,-2.72,-3.32,-0.13,-1.08,-6.51,-5.86,-3.92,-0.62,-8.16,-3.57,-1.94,3.29,-0.98,-6.45,-0.84
201611,2.11,-5.33,-3.94,-5.75,8.98,3.02,8.33,-4.17,1.81,1.02,-3.52,2.63,7.56,6.76,1.59,10.64,8.76,21.02,7.97,12.53,8.58,6.9,8.35,-11.35,19.45,9.53,-2.84,6.26,11.27,4.32,1.12,-0.95,2.47,3.28,4.36,3.66,12.76,9.3,3,8.48,13.32,10.54,8.7,15.21
201612,3.31,5.52,2.5,3.03,-7.35,-2.61,2.68,1.46,-0.41,0.9,1.93,0.59,0.35,1.06,-1.24,0.11,0.29,-2.11,2.6,-0.16,-0.37,4.19,1.43,2.27,-2.8,2.2,3.64,4.68,2.87,0.43,0.46,-0.42,2.96,1.27,2.56,-0.78,0.87,2.37,-0.95,0.61,4.82,1.7,4.68,3.44
201701,5.6,1.02,-0.26,-0.98,0.38,5.66,1.67,2.76,0.03,4.11,5.89,1.24,3.83,2.57,6.94,3.11,4.83,3.64,3.58,4.7,4.39,5.22,1.91,10.47,12.92,-4.33,1.09,3.4,3.26,2.94,3.77,6.01,2.44,6.2,1.66,4.99,1.74,1.73,0.97,0.75,0.3,0.88,-0.25,1.34
201702,3.96,1.9,0.81,6.17,6.05,-0.18,-0.2,4.87,3.85,7.23,4.65,7.63,3.14,-0.08,-2.08,2.06,2.34,8.46,7.19,2.19,2.18,0.85,6.73,-8.11,-8.49,-2.32,4.02,-0.07,0.2,3.79,9.89,3.23,7.18,4.98,4.05,0.06,2.6,2.77,2.83,2.39,5.22,3.54,8.6,3.81
201703,-0.43,-0.85,3.94,0.92,1.95,6.32,1.22,-0.33,0.35,-0.89,1.88,-0.58,2.2,0.39,1.97,1.71,3.53,-5.98,0.35,1.44,1.3,-0.53,-1.63,-4.34,-1.78,-1.26,0.32,0.84,2.08,0.58,-0.05,2.06,3.45,0.99,0.63,-1.09,-2.77,-1.26,0.83,2.76,-2.87,-0.93,-0.08,-1.97
201704,3.08,0.58,0.68,1.94,-4.23,3.66,-1.53,-0.31,-1.19,-1.38,4.65,0.45,1.33,6.33,3.29,1.18,0.14,-0.45,3.77,3.88,0.13,1.69,4.72,2.64,-2.17,-2.78,0.36,-0.11,1.75,1.86,1.84,4.25,-0.32,6.21,1.65,4.02,2.19,-2.91,3.26,4.35,-0.64,2.38,5.19,-0.22
201705,0.45,-0.15,5.84,4.34,4.55,2.67,-1.61,1.83,-2.11,-2.3,2.04,-0.92,-0.57,3.45,-0.08,-2.09,-2.97,-4.35,-2.22,3.07,-0.77,-0.65,3.04,0.83,-1.6,-3.47,2.58,-1.94,-2.56,2.95,-2.7,3.92,6.5,3.71,2.63,2.77,2.74,2.62,0.51,6.99,-2.01,1.6,0.61,-1.33
201706,1.03,-4.07,-0.74,-1.14,1.74,-0.36,3,-0.13,9.44,6.89,4.11,5.82,1.99,0.7,4.45,2.49,5.86,0.06,-0.47,-0.25,1.66,3.5,1.64,-5.26,0.78,-0.2,-1.89,-2.27,4.85,1.58,-1.45,-1.41,-4.46,-0.63,1.48,3.71,3.44,0.21,-2.39,-2.48,6.66,3.49,3.4,6.36
201707,-0.81,1.35,2.64,1.25,-5.01,6.31,2.92,1.86,1.32,-5.62,-1.25,1.39,1.1,-4.24,1.29,0.61,-0.05,1.02,6.07,3.04,0.12,-0.91,7.87,11.94,7.76,2.02,2.99,5.32,0.47,3.5,2.25,4.08,3.75,1.72,-2.7,-1.11,-4.42,-0.92,1,-2.56,1.15,2.96,1.89,3.21
201708,0.18,-4.71,0.34,1.03,-9.67,-0.79,-5.4,0.05,-5.7,-2.45,-0.62,2.65,1.61,-1.79,2.71,-1.06,0.16,1.9,2.98,-1.6,-3.73,1.72,2.12,2.53,0.38,-5.22,2.2,-2.49,3.41,-0.42,1.13,1.97,5.91,4.42,1.12,-0.3,0.69,-4.46,-1.72,1.35,-1.36,-0.45,-2.27,-1.91
201709,2.6,0.79,-0.4,-2.91,-0.22,4.16,3.03,-0.12,1.1,-1.72,0.37,1.96,6.67,6.54,0.54,7.8,7.25,3.76,5.99,9.11,5.94,7.55,2.51,-2.52,-1.8,11.22,-1.96,-1.59,3.4,2.47,4.23,0.36,-0.29,3.24,2.68,2.02,6.29,4.55,2.8,0.88,6.21,2.08,3.15,6.54
201710,1.67,0.24,1.58,1.33,-5.34,2.85,-1.85,-3,3.56,-3.69,3.91,-3.64,5.61,2.63,1.32,2.76,9.29,2.09,5.26,5.63,4.58,2.06,1.88,-4.72,3.1,0.26,3.1,-5.66,0.45,4.04,2.18,6.41,9,4.56,4.69,3.2,-1.9,-1.09,3.31,3.73,3.27,4.26,3.03,1.93
201711,-1.6,6.34,1.85,4.41,7.28,3.03,11.54,4.63,8.02,3.44,3.91,1.89,2.25,2.49,3.88,5.51,9,-1.02,3.95,2.15,0,0.68,4.13,0.43,0.08,2.9,2.41,3.99,1.37,2.35,5.95,-0.27,2.12,1.52,5.6,-0.49,6.74,3.45,9.46,5.53,2.94,4.75,4.72,5.69
201712,-1.82,-0.16,0.65,4.4,-5.67,1.51,1.49,2.4,4.74,3.25,-3.42,0.37,0.58,-1.31,-1.68,2.22,0.81,12.06,-2.45,2.48,2.93,-1.28,4.08,2.04,13.87,5.06,-5.01,4.5,1.32,0.43,1.03,0.47,-1,-2.01,-0.83,-0.95,2.82,4.3,2.54,1.27,1.89,-1.72,0.14,2.01
